movieID,ratings_count,avg_rating,Title
160644,1,5.0,Indignation (2016)
25865,1,4.0,"Letter, The (1940)"
26958,1,3.5,Emma (1996)
2725,1,2.0,Twin Falls Idaho (1999)
7487,1,4.0,Henry & June (1990)
58783,1,2.5,Youth Without Youth (2007)
87234,3,4.17,Submarine (2010)
4127,3,1.67,"Like Father, Like Son (1987)"
108715,1,1.5,Better Living Through Chemistry (2014)
7,54,3.19,Sabrina (1995)
69844,58,3.89,Harry Potter and the Half-Blood Prince (2009)
44199,40,3.8,Inside Man (2006)
2034,9,2.61,"Black Hole, The (1979)"
2550,7,4.0,"Haunting, The (1963)"
2888,5,2.1,Drive Me Crazy (1999)
6143,2,3.0,Trail of the Pink Panther (1982)
117851,5,3.7,Penguins of Madagascar (2014)
1953,39,3.87,"French Connection, The (1971)"
56171,18,3.11,"Golden Compass, The (2007)"
50068,17,3.71,Letters from Iwo Jima (2006)
3249,9,3.11,"Hand That Rocks the Cradle, The (1992)"
32657,4,4.25,"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)"
80693,8,3.19,It's Kind of a Funny Story (2010)
53000,21,3.6,28 Weeks Later (2007)
3266,6,4.5,Man Bites Dog (C'est arrivé près de chez vous) (1992)
82854,6,1.83,Gulliver's Travels (2010)
164200,2,4.0,Storks (2016)
6820,6,4.0,Ginger Snaps (2000)
94015,4,3.0,Mirror Mirror (2012)
93790,1,4.0,Detachment (2011)
147330,1,5.0,Sherlock Holmes and Dr. Watson: Acquaintance (1979)
181139,1,1.5,Lynne Koplitz: Hormonal Beast (2017)
6252,4,2.38,View from the Top (2003)
7054,2,3.5,Little Women (1949)
6380,7,3.93,Capturing the Friedmans (2003)
62299,1,3.5,Alone in the Dark II (2008)
71462,4,4.25,"Cove, The (2009)"
58876,2,3.25,Stop-Loss (2008)
3652,1,3.0,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)"
6850,3,2.33,Leap of Faith (1992)
95796,1,0.5,Anaconda: The Offspring (2008)
4276,2,2.5,Lost in America (1985)
7616,1,2.5,Body Double (1984)
4583,1,4.0,Disorganized Crime (1989)
5297,2,2.5,"Cat's Meow, The (2002)"
81949,1,3.0,"Romantics, The (2010)"
101360,1,1.5,"Call, The (2013)"
101577,4,2.5,"Host, The (2013)"
157340,1,2.5,The Angry Birds Movie (2016)
4236,1,3.5,Keep the River on Your Right: A Modern Cannibal Tale (2000)
2930,1,3.5,Return with Honor (1998)
6732,2,3.75,"Hello, Dolly! (1969)"
6768,1,4.0,Luther (2003)
8153,1,2.5,Lust for Life (1956)
117877,1,3.0,The Rabbi's Cat (Le chat du rabbin) (2011)
26413,2,3.25,Snake in the Eagle's Shadow (Se ying diu sau) (1978)
27032,2,3.5,Who Am I? (Wo shi shei) (1998)
142598,1,4.0,Last Shift (2014)
4988,1,2.0,White Water Summer (1987)
1445,7,2.14,McHale's Navy (1997)
1500,59,3.61,Grosse Pointe Blank (1997)
2161,43,3.58,"NeverEnding Story, The (1984)"
5048,6,2.33,Snow Dogs (2002)
475,25,4.3,In the Name of the Father (1993)
4262,67,3.93,Scarface (1983)
63433,4,3.5,Farscape: The Peacekeeper Wars (2004)
307,24,3.9,Three Colors: Blue (Trois couleurs: Bleu) (1993)
613,8,3.19,Jane Eyre (1996)
4464,5,3.6,"Accidental Tourist, The (1988)"
7541,4,3.25,100 Girls (2000)
56336,2,3.0,Wrong Turn 2: Dead End (2007)
6464,2,2.0,Good Burger (1997)
6402,1,5.0,Siam Sunset (1999)
140711,6,2.67,American Ultra (2015)
149508,1,5.0,Spellbound (2011)
5450,5,3.2,Lovely & Amazing (2001)
34520,12,2.08,"Dukes of Hazzard, The (2005)"
1897,2,3.5,High Art (1998)
1957,13,4.04,Chariots of Fire (1981)
7316,4,2.38,Confessions of a Teenage Drama Queen (2004)
3167,4,3.5,Carnal Knowledge (1971)
718,4,4.13,"Visitors, The (Visiteurs, Les) (1993)"
1695,2,4.0,Artemisia (1997)
3895,1,1.5,"Watcher, The (2000)"
3993,6,3.0,Quills (2000)
574,4,3.25,Spanking the Monkey (1994)
7013,7,4.0,"Night of the Hunter, The (1955)"
77364,3,3.0,"Losers, The (2010)"
59141,3,4.67,Son of Rambow (2007)
5134,2,3.0,Mean Machine (2001)
3898,2,2.5,Bait (2000)
6033,1,3.0,Mystery Date (1991)
6348,3,1.67,Breakin' 2: Electric Boogaloo (1984)
3057,1,4.0,Where's Marlowe? (1998)
94494,1,2.5,96 Minutes (2011)
5986,1,4.0,Fat City (1972)
7093,2,3.75,"Front Page, The (1974)"
8502,1,3.0,Show Boat (1951)
178615,1,3.5,Front Cover (2016)
4594,1,3.0,Farewell to the King (1989)
27155,1,2.0,"Batman/Superman Movie, The (1998)"
47538,1,2.5,Crime Busters (1977)
27746,1,3.0,Ginger Snaps: Unleashed (2004)
26131,5,4.3,"Battle of Algiers, The (La battaglia di Algeri) (1966)"
100226,1,1.5,Why Stop Now (2012)
2644,9,3.33,Dracula (1931)
205,9,3.17,Unstrung Heroes (1995)
747,3,3.33,"Stupids, The (1996)"
1987,2,2.5,Prom Night (1980)
30749,48,3.79,Hotel Rwanda (2004)
68073,5,3.4,Pirate Radio (2009)
2808,17,2.21,Universal Soldier (1992)
2915,42,3.44,Risky Business (1983)
4776,51,3.79,Training Day (2001)
2402,19,2.66,Rambo: First Blood Part II (1985)
51084,10,3.1,Music and Lyrics (2007)
334,5,4.2,Vanya on 42nd Street (1994)
1425,8,3.0,Fierce Creatures (1997)
54962,1,2.5,"Nines, The (2007)"
4980,20,3.08,Bill & Ted's Bogus Journey (1991)
544,8,2.44,Striking Distance (1993)
134170,7,3.71,Kung Fury (2015)
48877,11,3.05,Saw III (2006)
103341,18,3.42,"World's End, The (2013)"
179401,6,3.67,Jumanji: Welcome to the Jungle (2017)
5291,18,3.94,Rashomon (Rashômon) (1950)
4465,5,3.7,"Accused, The (1988)"
3553,5,2.4,Gossip (2000)
3786,4,2.63,But I'm a Cheerleader (1999)
5434,5,3.8,"Sorry, Wrong Number (1948)"
8183,3,3.17,Educating Rita (1983)
6687,4,2.0,My Boss's Daughter (2003)
6949,1,3.5,"Big Empty, The (2003)"
581,4,4.0,"Celluloid Closet, The (1995)"
3179,3,3.33,Angela's Ashes (1999)
2495,3,4.0,"Fantastic Planet, The (Planète sauvage, La) (1973)"
1043,5,2.4,To Gillian on Her 37th Birthday (1996)
89190,2,1.75,Conan the Barbarian (2011)
152091,4,3.13,The Brothers Grimsby (2016)
4719,8,2.63,Osmosis Jones (2001)
4736,3,2.67,Summer Catch (2001)
44399,2,1.25,"Shaggy Dog, The (2006)"
2789,4,2.88,Damien: Omen II (1978)
169,10,2.4,Free Willy 2: The Adventure Home (1995)
6217,2,3.0,"Safety of Objects, The (2001)"
6264,8,2.38,"Core, The (2003)"
7976,1,4.5,Ken Park (2002)
2477,3,3.33,Firewalker (1986)
4782,2,2.5,Sidewalks of New York (2001)
577,4,2.13,Andre (1994)
82169,7,3.86,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)"
5543,2,2.25,"Swarm, The (1978)"
76060,2,3.5,"Slammin' Salmon, The (2009)"
91842,2,3.0,Contraband (2012)
106441,1,3.0,"Book Thief, The (2013)"
120761,1,3.5,By the Law (1926)
3299,3,2.67,Hanging Up (2000)
4672,2,2.75,"Tall Guy, The (1989)"
4818,1,2.0,Extreme Days (2001)
5071,1,4.0,Maelström (2000)
3241,2,4.5,"Cup, The (Phörpa) (1999)"
31260,1,3.5,Boys Town (1938)
129397,2,2.75,Marvel One-Shot: Item 47 (2012)
104017,1,0.5,3 dev adam (Three Giant Men) (1973)
105020,1,1.5,Collision Course (1989)
59131,1,3.5,Are You Scared? (2006)
4690,2,3.25,"Cotton Club, The (1984)"
30890,1,3.0,"Keys to the House, The (Chiavi di casa, Le) (2004)"
93598,1,2.5,"Snowtown (Snowtown Murders, The) (2011)"
7364,1,4.0,Intermission (2003)
2948,36,3.75,From Russia with Love (1963)
647,29,3.33,Courage Under Fire (1996)
3365,7,4.07,"Searchers, The (1956)"
3408,70,3.53,Erin Brockovich (2000)
711,10,3.05,Flipper (1996)
122922,22,3.7,Doctor Strange (2016)
442,81,3.09,Demolition Man (1993)
140289,1,4.0,Men & Chicken (2015)
743,29,2.52,Spy Hard (1996)
1485,74,3.03,Liar Liar (1997)
2249,11,3.18,My Blue Heaven (1990)
272,31,3.76,"Madness of King George, The (1994)"
8370,12,3.96,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)"
3250,9,3.17,Alive (1993)
1104,20,4.48,"Streetcar Named Desire, A (1951)"
4333,10,3.2,Throw Momma from the Train (1987)
2718,10,3.2,Drop Dead Gorgeous (1999)
132424,2,1.75,The Longest Ride (2015)
79224,8,2.5,"Karate Kid, The (2010)"
1956,12,4.0,Ordinary People (1980)
7015,3,3.17,Only the Lonely (1991)
90576,1,4.5,What's Your Number? (2011)
6958,10,2.5,"Haunted Mansion, The (2003)"
6744,4,2.25,Once Bitten (1985)
126090,1,4.5,Hedgehog in the Fog (1975)
170597,1,5.0,A Plasticine Crow (1981)
110773,1,0.5,"Haunted House 2, A (2014)"
2392,8,1.94,Jack Frost (1998)
2531,9,2.78,Battle for the Planet of the Apes (1973)
33880,4,3.75,Me and You and Everyone We Know (2005)
6212,6,1.92,Bringing Down the House (2003)
7121,4,4.75,Adam's Rib (1949)
5498,1,4.5,Red Beard (Akahige) (1965)
38798,4,3.13,In Her Shoes (2005)
101025,5,2.2,Jack the Giant Slayer (2013)
104243,5,3.3,Riddick (2013)
26629,3,2.0,Killer Klowns from Outer Space (1988)
2964,1,1.0,Julien Donkey-Boy (1999)
470,1,1.0,House Party 3 (1994)
4078,1,4.0,Amazing Grace and Chuck (1987)
55167,4,4.63,Tekkonkinkreet (Tekkon kinkurîto) (2006)
4408,1,3.5,September (1987)
5321,1,2.0,"Triumph of Love, The (2001)"
6883,1,3.0,Sylvia (2003)
94919,1,2.5,Inhale (2010)
3641,2,4.0,"Woman of Paris, A (1923)"
135885,1,3.0,Absolutely Anything (2015)
184997,1,4.0,"Love, Simon (2018)"
26142,1,2.0,Major Dundee (1965)
26593,1,2.0,Hell Comes to Frogtown (1988)
95165,1,4.0,Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990)
119828,1,3.0,A Man Called Blade (1977)
1349,1,5.0,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986)
47202,1,4.0,"Secret Life of Words, The (2005)"
2628,140,3.11,Star Wars: Episode I - The Phantom Menace (1999)
232,14,3.89,Eat Drink Man Woman (Yin shi nan nu) (1994)
15,13,3.0,Cutthroat Island (1995)
54,3,2.33,"Big Green, The (1995)"
234,17,2.59,Exit to Eden (1994)
282,40,3.34,Nell (1994)
383,21,3.1,Wyatt Earp (1994)
700,7,3.21,Angus (1995)
6333,76,3.72,X2: X-Men United (2003)
106696,29,3.62,Frozen (2013)
448,8,3.63,Fearless (1993)
2953,31,2.52,Home Alone 2: Lost in New York (1992)
2144,49,3.6,Sixteen Candles (1984)
2605,43,2.99,Entrapment (1999)
2720,21,2.1,Inspector Gadget (1999)
3454,2,2.25,Whatever It Takes (2000)
88744,27,3.46,Rise of the Planet of the Apes (2011)
44195,36,4.03,Thank You for Smoking (2006)
64030,6,2.67,Transporter 3 (2008)
1487,5,3.0,Selena (1997)
69712,1,4.0,My Sister's Keeper (2009)
136018,3,2.5,Black Mass (2015)
50804,3,3.5,Hannibal Rising (2007)
7980,7,3.79,"Bridge Too Far, A (1977)"
7256,8,4.0,Touching the Void (2003)
67618,1,5.0,Strictly Sexual (2008)
3089,16,4.13,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
1305,4,3.5,"Paris, Texas (1984)"
49013,2,2.75,"Santa Clause 3: The Escape Clause, The (2006)"
163527,1,4.0,Comedy Central Roast of David Hasselhoff (2010)
177765,13,3.54,Coco (2017)
3819,3,4.0,Tampopo (1985)
2729,7,3.5,Lolita (1962)
65651,1,2.0,Fire and Ice (2008)
30846,2,3.5,"Assassination of Richard Nixon, The (2004)"
4789,3,4.33,Phantom of the Paradise (1974)
1008,1,3.0,"Davy Crockett, King of the Wild Frontier (1955)"
3280,1,1.5,"Baby, The (1973)"
5170,2,2.5,All About the Benjamins (2002)
141749,2,3.75,The Danish Girl (2015)
52579,2,3.25,"Vie en Rose, La (Môme, La) (2007)"
6612,2,4.25,Brother's Keeper (1992)
3953,4,2.13,Dr. T and the Women (2000)
8952,1,3.5,Falling Angels (2003)
55110,1,3.0,December Boys (2007)
99846,1,3.0,Everything or Nothing: The Untold Story of 007 (2012)
144262,1,2.0,Slow Learners (2015)
6407,1,2.0,"Walk, Don't Run (1966)"
96520,1,2.0,Prime Suspect: The Lost Child (1995)
3661,1,3.0,Puppet Master II (1991)
26782,1,2.0,"Mambo Kings, The (1992)"
46664,1,2.5,"Fallen Idol, The (1948)"
47937,1,3.0,Severance (2006)
1686,3,3.67,Red Corner (1997)
940,8,4.0,"Adventures of Robin Hood, The (1938)"
1377,60,3.03,Batman Returns (1992)
1304,62,3.94,Butch Cassidy and the Sundance Kid (1969)
3996,110,3.84,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
31878,19,3.58,Kung Fu Hustle (Gong fu) (2004)
5377,44,3.72,About a Boy (2002)
3863,45,3.04,"Cell, The (2000)"
1207,58,4.12,To Kill a Mockingbird (1962)
2016,4,2.88,"Apple Dumpling Gang Rides Again, The (1979)"
82202,7,2.71,"Tourist, The (2010)"
108156,6,3.17,Ride Along (2014)
39183,34,3.56,Brokeback Mountain (2005)
635,2,3.0,"Family Thing, A (1996)"
851,6,2.83,Basquiat (1996)
140928,5,3.2,Joy (2015)
64622,7,3.21,"Reader, The (2008)"
6952,9,3.11,Gothika (2003)
182297,1,4.0,Porky in Wackyland (1938)
161966,1,4.0,Elle (2016)
4066,4,2.88,I'm Gonna Git You Sucka (1988)
3983,9,4.17,You Can Count on Me (2000)
101973,1,1.5,Disconnect (2012)
4205,6,3.17,Mermaids (1990)
1936,3,4.0,Mrs. Miniver (1942)
5497,3,3.5,Our Man Flint (1965)
2436,6,4.25,Tea with Mussolini (1999)
155,6,2.42,Beyond Rangoon (1995)
92439,2,3.0,"Art of Getting By, The (2011)"
66744,2,4.0,"Divo, Il (2008)"
39231,4,3.5,Elizabethtown (2005)
58105,5,3.4,"Spiderwick Chronicles, The (2008)"
2812,1,3.0,In Too Deep (1999)
1791,3,2.33,Twilight (1998)
886,6,2.67,Bulletproof (1996)
53468,7,3.29,Fido (2006)
2988,3,4.0,Melvin and Howard (1980)
3145,3,3.17,Cradle Will Rock (1999)
48678,2,2.75,Feast (2005)
32179,1,4.0,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958)
1412,1,3.5,Some Mother's Son (1996)
157172,1,0.5,Wizards of the Lost Kingdom II (1989)
1496,1,4.0,Anna Karenina (1997)
5799,1,3.5,Exodus (1960)
6609,1,3.5,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)"
8424,1,4.0,"Divorcee, The (1930)"
109941,1,3.0,Puss in Boots: The Three Diablos (2012)
5041,1,1.5,Fire and Ice (1983)
2415,1,3.0,Violets Are Blue... (1986)
5096,2,1.25,Baby's Day Out (1994)
103027,1,3.0,Much Ado About Nothing (2012)
169958,1,1.0,Buster's Mal Heart (2017)
88327,1,3.0,"New One-Armed Swordsman, The (Xin du bi dao) (1971)"
99721,1,1.5,Texas Chainsaw 3D (2013)
3740,28,3.86,Big Trouble in Little China (1986)
2762,179,3.89,"Sixth Sense, The (1999)"
3967,37,3.85,Billy Elliot (2000)
317,81,3.2,"Santa Clause, The (1994)"
5965,3,4.17,"Duellists, The (1977)"
86548,4,3.38,Water for Elephants (2011)
94070,4,3.88,"Best Exotic Marigold Hotel, The (2011)"
6300,3,4.5,Flickering Lights (Blinkende lygter) (2000)
122892,27,3.52,Avengers: Age of Ultron (2015)
4369,45,3.07,"Fast and the Furious, The (2001)"
59369,42,3.62,Taken (2008)
714,15,3.97,Dead Man (1995)
61210,1,3.5,Mutant Chronicles (2008)
4564,6,2.83,Always (1989)
93114,1,3.0,Ro.Go.Pa.G. (1963)
4437,8,3.94,Suspiria (1977)
6460,5,4.9,"Trial, The (Procès, Le) (1962)"
114074,3,3.33,The Skeleton Twins (2014)
154,12,3.88,Beauty of the Day (Belle de jour) (1967)
987,1,3.0,Bliss (1997)
4740,1,3.5,Maybe Baby (2000)
2931,3,4.17,Time of the Gypsies (Dom za vesanje) (1989)
132,6,2.83,Jade (1995)
89939,2,3.75,Gigi (1949)
3711,1,4.0,Sarafina! (1992)
88699,2,3.5,Death Race 2 (2010)
68597,1,4.0,Scorpio (1973)
4403,2,3.0,"Fall of the House of Usher, The (House of Usher) (1960)"
91860,1,4.0,"Way South, The (De weg naar het zuiden) (1981)"
88932,1,4.5,Final Destination 5 (2011)
3581,2,3.5,Human Traffic (1999)
5829,1,4.0,Men with Brooms (2002)
5802,1,4.0,"World of Henry Orient, The (1964)"
7012,1,3.0,Mr. Destiny (1990)
8714,1,2.5,Night and Day (1946)
112580,1,4.0,"Angriest Man in Brooklyn, The (2014)"
38095,3,4.17,"Bittersweet Life, A (Dalkomhan insaeng) (2005)"
139747,1,3.5,Before We Go (2014)
3808,1,4.0,"Two Women (Ciociara, La) (1960)"
71910,1,2.5,"Tournament, The (2009)"
86487,1,4.5,Mildred Pierce (2011)
2012,88,3.37,Back to the Future Part III (1990)
2115,108,3.64,Indiana Jones and the Temple of Doom (1984)
37741,23,3.87,Capote (2005)
2951,39,3.94,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
99813,8,3.88,"Batman: The Dark Knight Returns, Part 2 (2013)"
91535,18,3.14,"Bourne Legacy, The (2012)"
96588,20,3.63,Pitch Perfect (2012)
6721,7,3.36,Once Upon a Time in China (Wong Fei Hung) (1991)
428,18,3.72,"Bronx Tale, A (1993)"
8977,10,2.2,Alexander (2004)
2431,27,3.37,Patch Adams (1998)
62644,7,3.57,"Wave, The (Welle, Die) (2008)"
103171,1,1.0,Schlussmacher (2013)
175693,1,2.5,Rick and Morty: State of Georgia Vs. Denver Fenton Allen (2016)
2363,3,2.17,Godzilla (Gojira) (1954)
2020,25,4.0,Dangerous Liaisons (1988)
6104,9,4.17,Monty Python Live at the Hollywood Bowl (1982)
66665,4,3.5,Away We Go (2009)
80860,6,3.0,Life as We Know It (2010)
4546,6,3.92,"Vanishing, The (Spoorloos) (1988)"
6059,17,3.35,"Recruit, The (2003)"
1290,10,3.35,Some Kind of Wonderful (1987)
72356,4,4.38,Partly Cloudy (2009)
48520,6,2.83,Employee of the Month (2006)
113252,2,4.25,Housebound (2014)
136355,1,5.0,Big Top Scooby-Doo! (2012)
2138,10,4.05,Watership Down (1978)
60904,1,4.0,Heart of a Dog (Sobachye serdtse) (1988)
86066,1,4.0,Playing the Victim (Izobrazhaya zhertvu) (2006)
141818,1,4.5,Ordinary Miracle (1978)
39427,4,3.0,Stay (2005)
1236,3,4.33,Trust (1990)
5458,1,2.5,Like Mike (2002)
49284,3,2.67,10 Items or Less (2006)
84637,1,3.0,Gnomeo & Juliet (2011)
44929,2,4.25,Candy (2006)
388,2,3.0,Boys Life (1995)
42285,1,3.0,"Dentist, The (1996)"
58655,2,3.5,Drillbit Taylor (2008)
68600,1,2.0,Balls Out: Gary the Tennis Coach (2009)
521,3,3.17,Romeo Is Bleeding (1993)
1601,3,2.33,Hoodlum (1997)
60333,3,4.5,Encounters at the End of the World (2008)
50851,2,4.5,Cocaine Cowboys (2006)
7101,6,3.0,Doc Hollywood (1991)
151315,3,2.0,Ride Along 2 (2016)
6245,1,3.5,Sweet Charity (1969)
6527,1,3.0,Scaramouche (1952)
7335,1,4.0,Pickup on South Street (1953)
79299,1,3.0,"No. 1 Ladies' Detective Agency, The (2008)"
50954,2,1.0,It's a Boy Girl Thing (2006)
78544,1,3.0,Ricky Gervais Live 3: Fame (2007)
5059,1,5.0,Little Dieter Needs to Fly (1997)
95839,1,3.0,"Christmas Carol, A (1999)"
140852,1,1.0,964 Pinocchio (1991)
495,1,5.0,In the Realm of the Senses (Ai no corrida) (1976)
147662,1,3.0,Return of the One-Armed Swordsman (1969)
3884,3,1.5,"Crew, The (2000)"
4580,2,0.5,Cyborg (1989)
101,23,3.78,Bottle Rocket (1996)
1793,2,4.0,Welcome to Woop-Woop (1997)
3578,170,3.94,Gladiator (2000)
1093,37,3.41,"Doors, The (1991)"
1259,91,4.01,Stand by Me (1986)
2683,121,3.2,Austin Powers: The Spy Who Shagged Me (1999)
11,70,3.67,"American President, The (1995)"
986,13,3.54,Fly Away Home (1996)
5872,27,2.93,Die Another Day (2002)
1518,13,3.35,Breakdown (1997)
63131,20,3.63,Role Models (2008)
76077,15,3.3,Hot Tub Time Machine (2010)
2354,7,2.5,"Rugrats Movie, The (1998)"
